ID,date,from,day_recorded,month_recorded,dnoregion,regionid,intensity_forecast,intensity_index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
537,2023-12-30,14:00,Saturday,December,Scotland,16,4,very low,0.3,0.0,0.0,0.8,10.4,0,4.5,0.0,84.0
538,2023-12-30,14:00,Saturday,December,Wales,17,35,very low,0.1,0.0,0.0,8.8,3.6,0,22.7,0.3,64.4
539,2023-12-30,14:00,Saturday,December,GB,18,41,low,2.1,0.0,10.8,9.3,14.5,0,4.2,1.0,58.2
540,2023-12-30,14:30,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,12.5,0.0,87.5
541,2023-12-30,14:30,Saturday,December,SP Distribution,2,5,very low,0.4,0.0,0.0,1.1,12.4,0,4.6,0.0,81.5
542,2023-12-30,14:30,Saturday,December,Electricity North West,3,3,very low,0.5,0.0,1.9,0.7,32.6,0,1.6,0.0,62.6
543,2023-12-30,14:30,Saturday,December,NPG North East,4,7,very low,3.8,0.0,16.9,0.5,34.9,0,1.9,0.1,42.1
544,2023-12-30,14:30,Saturday,December,NPG Yorkshire,5,64,low,12.2,0.0,4.2,12.4,12.2,0,0.6,0.1,58.1
545,2023-12-30,14:30,Saturday,December,SP Manweb,6,2,very low,0.2,0.0,0.5,0.5,11.6,0,22.9,0.2,64.1
546,2023-12-30,14:30,Saturday,December,WPD South Wales,7,139,moderate,0.2,0.0,0.2,35.2,3.7,0,1.7,0.3,58.7
547,2023-12-30,14:30,Saturday,December,WPD West Midlands,8,11,very low,1.0,0.0,1.3,2.4,20.7,0,10.9,0.3,63.3
548,2023-12-30,14:30,Saturday,December,WPD East Midlands,9,76,low,6.1,0.0,2.5,17.4,8.2,0,0.4,0.5,64.9
549,2023-12-30,14:30,Saturday,December,UKPN East,10,8,very low,0.0,0.0,3.4,1.8,24.1,0,0.1,0.6,70.0
550,2023-12-30,14:30,Saturday,December,WPD South West,11,151,moderate,0.8,0.0,14.0,37.2,4.0,0,1.9,3.8,38.3
551,2023-12-30,14:30,Saturday,December,SSE South,12,74,low,1.7,0.0,28.7,16.9,7.3,0,3.7,1.4,40.4
552,2023-12-30,14:30,Saturday,December,UKPN London,13,52,low,0.0,0.0,38.6,11.1,9.5,0,1.7,0.5,38.6
553,2023-12-30,14:30,Saturday,December,UKPN South East,14,77,low,0.0,0.0,58.5,16.4,0.1,0,2.8,0.5,21.8
554,2023-12-30,14:30,Saturday,December,England,15,46,low,2.6,0.0,13.5,10.3,16.1,0,2.8,0.6,54.0
555,2023-12-30,14:30,Saturday,December,Scotland,16,4,very low,0.3,0.0,0.0,0.9,10.0,0,5.1,0.0,83.7
556,2023-12-30,14:30,Saturday,December,Wales,17,42,low,0.1,0.0,0.0,10.7,3.5,0,25.6,0.1,60.0
557,2023-12-30,14:30,Saturday,December,GB,18,41,low,2.1,0.0,10.8,9.1,14.3,0,4.8,0.5,58.3
558,2023-12-30,15:00,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,15.2,0.0,84.8
559,2023-12-30,15:00,Saturday,December,SP Distribution,2,6,very low,0.4,0.0,0.0,1.4,12.9,0,6.1,0.0,79.2
560,2023-12-30,15:00,Saturday,December,Electricity North West,3,3,very low,0.6,0.0,2.3,0.6,34.0,0,2.2,0.0,60.4
561,2023-12-30,15:00,Saturday,December,NPG North East,4,8,very low,3.7,0.0,17.5,0.6,35.7,0,2.4,0.0,40.1
562,2023-12-30,15:00,Saturday,December,NPG Yorkshire,5,71,low,11.4,0.0,4.6,14.5,11.9,0,0.8,0.0,56.7
563,2023-12-30,15:00,Saturday,December,SP Manweb,6,2,very low,0.2,0.0,0.5,0.5,11.5,0,31.2,0.0,56.0
564,2023-12-30,15:00,Saturday,December,WPD South Wales,7,166,moderate,0.1,0.0,0.1,42.2,2.9,0,2.1,0.1,52.4
565,2023-12-30,15:00,Saturday,December,WPD West Midlands,8,10,very low,0.9,0.0,1.5,2.1,20.8,0,15.4,0.1,59.2
566,2023-12-30,15:00,Saturday,December,WPD East Midlands,9,87,low,6.8,0.0,2.7,19.9,8.1,0,0.5,0.1,62.0
567,2023-12-30,15:00,Saturday,December,UKPN East,10,5,very low,0.1,0.0,0.0,1.3,24.4,0,0.1,0.2,73.9
568,2023-12-30,15:00,Saturday,December,WPD South West,11,135,moderate,1.4,0.0,12.6,33.1,4.5,0,2.9,1.5,44.0
569,2023-12-30,15:00,Saturday,December,SSE South,12,67,low,2.4,0.0,22.3,15.1,6.9,0,4.8,0.4,48.1
570,2023-12-30,15:00,Saturday,December,UKPN London,13,35,very low,0.1,0.0,33.9,7.3,8.9,0,1.9,0.2,47.8
571,2023-12-30,15:00,Saturday,December,UKPN South East,14,58,low,0.0,0.0,59.8,11.8,0.0,0,3.1,0.2,25.2
572,2023-12-30,15:00,Saturday,December,England,15,45,low,2.6,0.0,13.6,9.9,15.9,0,3.8,0.2,54.0
573,2023-12-30,15:00,Saturday,December,Scotland,16,4,very low,0.3,0.0,0.0,1.0,10.0,0,7.1,0.0,81.7
574,2023-12-30,15:00,Saturday,December,Wales,17,43,low,0.1,0.0,0.0,10.8,3.3,0,32.9,0.0,52.9
575,2023-12-30,15:00,Saturday,December,GB,18,39,very low,2.1,0.0,10.7,8.8,14.1,0,6.6,0.2,57.5
576,2023-12-30,15:30,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,13.7,0.0,86.3
577,2023-12-30,15:30,Saturday,December,SP Distribution,2,6,very low,0.3,0.0,0.0,1.4,12.3,0,5.6,0.0,80.4
578,2023-12-30,15:30,Saturday,December,Electricity North West,3,3,very low,0.6,0.0,3.9,0.6,34.7,0,1.9,0.0,58.4
579,2023-12-30,15:30,Saturday,December,NPG North East,4,8,very low,3.3,0.0,27.0,0.5,33.0,0,1.7,0.0,34.4
580,2023-12-30,15:30,Saturday,December,NPG Yorkshire,5,68,low,11.2,0.0,7.1,13.7,11.0,0,0.6,0.0,56.4
581,2023-12-30,15:30,Saturday,December,SP Manweb,6,2,very low,0.2,0.0,0.9,0.5,11.2,0,36.2,0.0,51.1
582,2023-12-30,15:30,Saturday,December,WPD South Wales,7,157,moderate,0.2,0.0,0.5,39.8,4.0,0,2.9,0.0,52.6
583,2023-12-30,15:30,Saturday,December,WPD West Midlands,8,10,very low,1.0,0.0,2.6,2.2,20.7,0,17.0,0.0,56.4
584,2023-12-30,15:30,Saturday,December,WPD East Midlands,9,71,low,6.0,0.0,4.9,15.9,8.2,0,0.3,0.0,64.6
585,2023-12-30,15:30,Saturday,December,UKPN East,10,11,very low,0.0,0.0,12.5,0.6,22.4,0,0.1,0.0,64.3
586,2023-12-30,15:30,Saturday,December,WPD South West,11,106,low,1.2,0.0,20.9,25.4,4.2,0,3.0,0.0,45.3
587,2023-12-30,15:30,Saturday,December,SSE South,12,66,low,1.8,0.0,31.3,14.4,5.8,0,4.2,0.0,42.5
588,2023-12-30,15:30,Saturday,December,UKPN London,13,38,very low,0.0,0.0,43.4,6.7,7.9,0,1.6,0.0,40.5
589,2023-12-30,15:30,Saturday,December,UKPN South East,14,56,low,0.0,0.0,63.6,10.7,0.0,0,2.6,0.0,23.1
590,2023-12-30,15:30,Saturday,December,England,15,40,low,2.5,0.0,15.7,8.6,16.4,0,3.8,0.0,53.1
591,2023-12-30,15:30,Saturday,December,Scotland,16,4,very low,0.3,0.0,0.0,1.0,9.3,0,7.4,0.0,82.1
592,2023-12-30,15:30,Saturday,December,Wales,17,37,very low,0.1,0.0,0.0,9.4,3.0,0,38.3,0.0,49.2
593,2023-12-30,15:30,Saturday,December,GB,18,35,very low,2.0,0.0,12.3,7.7,14.3,0,7.3,0.0,56.4
594,2023-12-30,16:00,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,13.5,0.0,86.5
595,2023-12-30,16:00,Saturday,December,SP Distribution,2,7,very low,0.3,0.0,0.0,1.7,11.0,0,5.7,0.0,81.3
596,2023-12-30,16:00,Saturday,December,Electricity North West,3,4,very low,0.6,0.0,4.7,0.6,35.2,0,1.8,0.0,57.0
597,2023-12-30,16:00,Saturday,December,NPG North East,4,8,very low,3.3,0.0,29.7,0.5,35.1,0,1.5,0.0,29.9
598,2023-12-30,16:00,Saturday,December,NPG Yorkshire,5,73,low,11.3,0.0,7.3,15.0,10.3,0,0.5,0.0,55.5
599,2023-12-30,16:00,Saturday,December,SP Manweb,6,2,very low,0.2,0.0,1.1,0.5,10.8,0,37.4,0.0,50.0
600,2023-12-30,16:00,Saturday,December,WPD South Wales,7,191,moderate,0.1,0.0,0.4,48.4,4.2,0,3.0,0.1,43.8
601,2023-12-30,16:00,Saturday,December,WPD West Midlands,8,12,very low,1.1,0.0,3.2,2.5,20.8,0,17.2,0.0,55.1
602,2023-12-30,16:00,Saturday,December,WPD East Midlands,9,70,low,5.7,0.0,5.7,15.5,8.1,0,0.2,0.1,64.7
603,2023-12-30,16:00,Saturday,December,UKPN East,10,15,very low,0.0,0.0,16.6,0.9,20.6,0,0.2,0.0,61.6
604,2023-12-30,16:00,Saturday,December,WPD South West,11,92,low,1.3,0.0,24.4,21.6,3.8,0,2.5,0.8,45.6
605,2023-12-30,16:00,Saturday,December,SSE South,12,80,low,1.7,0.0,32.2,18.0,5.0,0,3.4,0.1,39.7
606,2023-12-30,16:00,Saturday,December,UKPN London,13,46,low,0.0,0.0,44.2,8.6,7.3,0,1.7,0.1,38.2
607,2023-12-30,16:00,Saturday,December,UKPN South East,14,66,low,0.0,0.0,61.2,13.3,0.0,0,2.5,0.1,23.0
608,2023-12-30,16:00,Saturday,December,England,15,46,low,2.4,0.0,16.8,9.9,16.2,0,3.5,0.1,51.2
609,2023-12-30,16:00,Saturday,December,Scotland,16,5,very low,0.3,0.0,0.0,1.1,8.3,0,7.1,0.0,83.3
610,2023-12-30,16:00,Saturday,December,Wales,17,31,very low,0.1,0.0,0.0,7.7,2.4,0,40.1,0.0,49.6
611,2023-12-30,16:00,Saturday,December,GB,18,39,very low,1.9,0.0,13.1,8.6,13.9,0,7.4,0.1,55.1
612,2023-12-30,16:30,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,13.4,0.0,86.6
613,2023-12-30,16:30,Saturday,December,SP Distribution,2,8,very low,0.4,0.0,0.0,1.8,10.7,0,5.8,0.0,81.2
614,2023-12-30,16:30,Saturday,December,Electricity North West,3,5,very low,0.8,0.0,6.4,0.9,34.9,0,1.8,0.0,55.2
615,2023-12-30,16:30,Saturday,December,NPG North East,4,9,very low,3.9,0.0,36.2,0.4,33.0,0,1.4,0.0,25.0
616,2023-12-30,16:30,Saturday,December,NPG Yorkshire,5,79,low,13.2,0.0,8.4,16.0,9.3,0,0.4,0.0,52.6
617,2023-12-30,16:30,Saturday,December,SP Manweb,6,5,very low,0.3,0.0,3.0,0.6,10.6,0,37.0,0.0,48.6
618,2023-12-30,16:30,Saturday,December,WPD South Wales,7,175,moderate,0.3,0.0,1.2,44.3,4.7,0,3.3,0.1,46.1
619,2023-12-30,16:30,Saturday,December,WPD West Midlands,8,16,very low,1.5,0.0,5.1,3.3,20.0,0,16.4,0.0,53.7
620,2023-12-30,16:30,Saturday,December,WPD East Midlands,9,73,low,6.2,0.0,7.4,15.9,7.6,0,0.2,0.0,62.7
621,2023-12-30,16:30,Saturday,December,UKPN East,10,18,very low,0.0,0.0,20.3,1.0,19.3,0,0.2,0.0,59.2
622,2023-12-30,16:30,Saturday,December,WPD South West,11,100,low,1.3,0.0,26.4,23.5,3.7,0,2.3,1.1,41.7
623,2023-12-30,16:30,Saturday,December,SSE South,12,88,low,1.7,0.0,34.7,19.6,4.8,0,3.1,0.0,36.1
624,2023-12-30,16:30,Saturday,December,UKPN London,13,51,low,0.0,0.0,45.0,9.5,7.4,0,1.6,0.0,36.4
625,2023-12-30,16:30,Saturday,December,UKPN South East,14,70,low,0.0,0.0,59.8,14.6,0.0,0,2.6,0.0,23.1
626,2023-12-30,16:30,Saturday,December,England,15,48,low,2.9,0.0,18.6,10.1,15.5,0,3.3,0.0,49.5
627,2023-12-30,16:30,Saturday,December,Scotland,16,5,very low,0.3,0.0,0.0,1.3,8.3,0,7.2,0.0,83.0
628,2023-12-30,16:30,Saturday,December,Wales,17,36,very low,0.1,0.0,1.5,8.6,2.4,0,40.1,0.0,47.2
629,2023-12-30,16:30,Saturday,December,GB,18,42,low,2.3,0.0,14.7,8.9,13.4,0,7.2,0.0,53.5
630,2023-12-30,17:00,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,16.4,0.0,83.6
631,2023-12-30,17:00,Saturday,December,SP Distribution,2,6,very low,0.5,0.0,0.0,1.3,10.9,0,7.6,0.1,79.6
632,2023-12-30,17:00,Saturday,December,Electricity North West,3,7,very low,1.0,0.0,6.7,1.4,35.6,0,2.2,0.1,53.0
633,2023-12-30,17:00,Saturday,December,NPG North East,4,9,very low,4.9,0.0,37.4,0.3,33.0,0,1.4,0.1,22.9
634,2023-12-30,17:00,Saturday,December,NPG Yorkshire,5,70,low,15.3,0.0,8.7,12.9,9.0,0,0.4,0.0,53.7
635,2023-12-30,17:00,Saturday,December,SP Manweb,6,14,very low,0.3,0.0,2.8,3.1,10.6,0,35.9,0.0,47.3
636,2023-12-30,17:00,Saturday,December,WPD South Wales,7,185,moderate,0.3,0.0,1.0,46.8,6.8,0,4.0,0.1,40.9
637,2023-12-30,17:00,Saturday,December,WPD West Midlands,8,24,very low,1.7,0.0,5.1,5.2,19.8,0,15.8,0.1,52.3
638,2023-12-30,17:00,Saturday,December,WPD East Midlands,9,83,low,6.6,0.0,7.0,18.4,7.0,0,0.2,0.0,60.8
639,2023-12-30,17:00,Saturday,December,UKPN East,10,20,very low,0.0,0.0,19.9,1.5,19.2,0,0.1,0.0,59.4
640,2023-12-30,17:00,Saturday,December,WPD South West,11,91,low,1.6,0.0,27.7,21.0,3.4,0,2.0,1.0,43.4
641,2023-12-30,17:00,Saturday,December,SSE South,12,89,low,1.9,0.0,34.6,20.0,4.1,0,2.5,0.0,36.9
642,2023-12-30,17:00,Saturday,December,UKPN London,13,38,very low,0.0,0.0,45.6,6.1,7.9,0,1.5,0.0,38.9
643,2023-12-30,17:00,Saturday,December,UKPN South East,14,50,low,0.0,0.0,63.4,9.3,0.0,0,2.6,0.0,24.7
644,2023-12-30,17:00,Saturday,December,England,15,48,low,3.3,0.0,19.9,9.8,15.4,0,3.2,0.1,48.3
645,2023-12-30,17:00,Saturday,December,Scotland,16,5,very low,0.3,0.0,0.0,1.2,8.5,0,8.7,0.0,81.3
646,2023-12-30,17:00,Saturday,December,Wales,17,47,low,0.1,0.0,2.1,11.3,2.4,0,39.5,0.1,44.6
647,2023-12-30,17:00,Saturday,December,GB,18,43,low,2.6,0.0,15.7,8.8,13.3,0,7.3,0.1,52.2
648,2023-12-30,17:30,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,17.1,0.0,82.9
649,2023-12-30,17:30,Saturday,December,SP Distribution,2,6,very low,0.4,0.0,0.0,1.3,11.4,0,8.1,0.0,78.7
650,2023-12-30,17:30,Saturday,December,Electricity North West,3,7,very low,0.9,0.0,7.0,1.3,36.5,0,2.3,0.0,52.0
651,2023-12-30,17:30,Saturday,December,NPG North East,4,9,very low,4.6,0.0,38.1,0.2,34.4,0,1.4,0.0,21.3
652,2023-12-30,17:30,Saturday,December,NPG Yorkshire,5,66,low,14.0,0.0,8.9,12.4,8.6,0,0.4,0.0,55.7
653,2023-12-30,17:30,Saturday,December,SP Manweb,6,14,very low,0.3,0.0,2.5,3.1,10.9,0,34.9,0.0,48.2
654,2023-12-30,17:30,Saturday,December,WPD South Wales,7,154,moderate,0.5,0.0,1.5,38.9,9.5,0,5.9,0.0,43.7
655,2023-12-30,17:30,Saturday,December,WPD West Midlands,8,26,very low,1.6,0.0,5.2,5.8,19.8,0,14.8,0.0,52.8
656,2023-12-30,17:30,Saturday,December,WPD East Midlands,9,89,low,5.5,0.0,6.9,20.2,7.0,0,0.2,0.0,60.2
657,2023-12-30,17:30,Saturday,December,UKPN East,10,18,very low,0.0,0.0,19.7,1.0,19.0,0,0.1,0.0,60.2
658,2023-12-30,17:30,Saturday,December,WPD South West,11,94,low,1.3,0.0,29.4,21.6,3.1,0,1.7,0.0,42.9
659,2023-12-30,17:30,Saturday,December,SSE South,12,92,low,1.6,0.0,35.6,20.8,3.6,0,2.0,0.0,36.3
660,2023-12-30,17:30,Saturday,December,UKPN London,13,34,very low,0.0,0.0,45.5,5.1,7.9,0,1.6,0.0,39.8
661,2023-12-30,17:30,Saturday,December,UKPN South East,14,45,low,0.0,0.0,63.9,8.0,0.0,0,2.7,0.0,25.4
662,2023-12-30,17:30,Saturday,December,England,15,46,low,3.0,0.0,20.3,9.4,15.6,0,2.9,0.0,48.8
663,2023-12-30,17:30,Saturday,December,Scotland,16,5,very low,0.3,0.0,0.0,1.2,8.6,0,10.1,0.0,79.8
664,2023-12-30,17:30,Saturday,December,Wales,17,54,low,0.1,0.0,2.5,13.1,2.7,0,37.6,0.0,44.1
665,2023-12-30,17:30,Saturday,December,GB,18,42,low,2.3,0.0,16.0,8.7,13.5,0,7.1,0.0,52.4
666,2023-12-30,18:00,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,20.1,0.0,79.9
667,2023-12-30,18:00,Saturday,December,SP Distribution,2,6,very low,0.4,0.0,0.4,1.2,11.6,0,9.8,0.0,76.6
668,2023-12-30,18:00,Saturday,December,Electricity North West,3,13,very low,0.8,0.0,7.0,2.8,36.3,0,2.6,0.0,50.4
669,2023-12-30,18:00,Saturday,December,NPG North East,4,8,very low,3.9,0.0,39.5,0.2,34.6,0,1.5,0.0,20.4
670,2023-12-30,18:00,Saturday,December,NPG Yorkshire,5,60,low,12.1,0.0,9.0,11.3,8.6,0,0.4,0.0,58.5
671,2023-12-30,18:00,Saturday,December,SP Manweb,6,19,very low,0.3,0.0,5.0,3.8,11.9,0,26.8,0.1,52.1
672,2023-12-30,18:00,Saturday,December,WPD South Wales,7,101,low,0.7,0.0,3.2,25.1,12.2,0,6.1,0.2,52.6
673,2023-12-30,18:00,Saturday,December,WPD West Midlands,8,32,very low,1.4,0.0,6.2,7.1,20.6,0,11.2,0.1,53.4
674,2023-12-30,18:00,Saturday,December,WPD East Midlands,9,91,low,4.4,0.0,6.9,21.1,6.9,0,0.2,0.2,60.5
675,2023-12-30,18:00,Saturday,December,UKPN East,10,20,very low,0.0,0.0,19.3,1.7,18.5,0,0.2,0.1,60.2
676,2023-12-30,18:00,Saturday,December,WPD South West,11,94,low,1.0,0.0,30.4,21.6,2.8,0,1.7,0.1,42.3
677,2023-12-30,18:00,Saturday,December,SSE South,12,100,low,1.2,0.0,35.8,22.8,3.3,0,2.0,0.1,34.8
678,2023-12-30,18:00,Saturday,December,UKPN London,13,38,very low,0.0,0.0,44.9,6.2,7.6,0,2.0,0.1,39.3
679,2023-12-30,18:00,Saturday,December,UKPN South East,14,49,low,0.0,0.0,62.3,9.2,0.0,0,3.3,0.0,25.2
680,2023-12-30,18:00,Saturday,December,England,15,47,low,2.5,0.0,20.4,9.7,15.6,0,2.5,0.0,49.3
681,2023-12-30,18:00,Saturday,December,Scotland,16,5,very low,0.2,0.0,0.3,1.2,9.4,0,11.3,0.0,77.6
682,2023-12-30,18:00,Saturday,December,Wales,17,48,low,0.1,0.0,2.0,11.6,3.2,0,33.0,0.0,50.1
683,2023-12-30,18:00,Saturday,December,GB,18,42,low,2.0,0.0,16.2,8.8,13.7,0,6.4,0.0,53.1
684,2023-12-30,18:30,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,19.1,0.0,80.9
685,2023-12-30,18:30,Saturday,December,SP Distribution,2,8,very low,0.3,0.0,0.0,1.9,13.0,0,8.9,0.0,75.9
686,2023-12-30,18:30,Saturday,December,Electricity North West,3,5,very low,0.7,0.0,7.5,1.0,37.5,0,2.4,0.0,50.9
687,2023-12-30,18:30,Saturday,December,NPG North East,4,8,very low,3.4,0.0,41.1,0.3,35.1,0,1.3,0.0,18.9
688,2023-12-30,18:30,Saturday,December,NPG Yorkshire,5,77,low,11.6,0.0,8.1,15.9,7.6,0,0.3,0.0,56.6
689,2023-12-30,18:30,Saturday,December,SP Manweb,6,7,very low,0.3,0.0,3.3,1.5,14.1,0,23.6,0.0,57.4
690,2023-12-30,18:30,Saturday,December,WPD South Wales,7,108,low,0.8,0.0,3.4,26.9,12.3,0,4.8,0.0,52.0
691,2023-12-30,18:30,Saturday,December,WPD West Midlands,8,21,very low,1.5,0.0,6.6,4.5,21.6,0,9.0,0.0,56.8
692,2023-12-30,18:30,Saturday,December,WPD East Midlands,9,61,low,4.5,0.0,7.9,13.3,7.6,0,0.2,0.0,66.5
693,2023-12-30,18:30,Saturday,December,UKPN East,10,21,very low,0.0,0.0,19.1,1.8,18.2,0,0.2,0.0,60.8
694,2023-12-30,18:30,Saturday,December,WPD South West,11,105,low,0.9,0.0,30.3,24.5,2.4,0,1.5,0.0,40.5
695,2023-12-30,18:30,Saturday,December,SSE South,12,115,low,1.0,0.0,35.3,26.8,2.9,0,1.8,0.0,32.3
696,2023-12-30,18:30,Saturday,December,UKPN London,13,40,low,0.0,0.0,44.4,6.8,7.3,0,2.0,0.0,39.5
697,2023-12-30,18:30,Saturday,December,UKPN South East,14,53,low,0.0,0.0,61.3,10.2,0.0,0,3.3,0.0,25.3
698,2023-12-30,18:30,Saturday,December,England,15,46,low,2.4,0.0,20.7,9.5,15.7,0,1.9,0.0,49.8
699,2023-12-30,18:30,Saturday,December,Scotland,16,6,very low,0.2,0.0,0.9,1.3,10.2,0,10.0,0.0,77.4
700,2023-12-30,18:30,Saturday,December,Wales,17,42,low,0.1,0.0,2.4,10.0,3.7,0,29.6,0.0,54.1
701,2023-12-30,18:30,Saturday,December,GB,18,41,low,1.9,0.0,16.6,8.5,13.9,0,5.4,0.0,53.7
702,2023-12-30,19:00,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,19.2,0.0,80.8
703,2023-12-30,19:00,Saturday,December,SP Distribution,2,5,very low,0.3,0.0,0.0,1.2,14.3,0,8.8,0.0,75.4
704,2023-12-30,19:00,Saturday,December,Electricity North West,3,12,very low,0.7,0.0,7.3,2.7,36.3,0,2.3,0.0,50.7
705,2023-12-30,19:00,Saturday,December,NPG North East,4,7,very low,3.3,0.0,40.6,0.2,35.6,0,1.4,0.0,19.0
706,2023-12-30,19:00,Saturday,December,NPG Yorkshire,5,54,low,12.2,0.0,8.8,9.9,8.3,0,0.4,0.1,60.3
707,2023-12-30,19:00,Saturday,December,SP Manweb,6,23,very low,0.3,0.0,5.8,4.9,14.9,0,14.6,0.1,59.5
708,2023-12-30,19:00,Saturday,December,WPD South Wales,7,75,low,0.9,0.0,4.3,18.3,14.2,0,3.8,0.1,58.4
709,2023-12-30,19:00,Saturday,December,WPD West Midlands,8,32,very low,1.4,0.0,6.7,7.2,21.8,0,5.9,0.1,56.8
710,2023-12-30,19:00,Saturday,December,WPD East Midlands,9,81,low,4.4,0.0,7.1,18.5,6.9,0,0.2,0.1,62.9
711,2023-12-30,19:00,Saturday,December,UKPN East,10,19,very low,0.0,0.0,19.0,1.4,17.7,0,0.2,0.0,61.8
712,2023-12-30,19:00,Saturday,December,WPD South West,11,78,low,1.0,0.0,32.6,17.6,2.5,0,1.4,0.9,43.9
713,2023-12-30,19:00,Saturday,December,SSE South,12,90,low,1.2,0.0,37.6,20.3,3.1,0,1.7,0.1,35.9
714,2023-12-30,19:00,Saturday,December,UKPN London,13,33,very low,0.0,0.0,44.9,5.0,7.4,0,1.8,0.0,40.9
715,2023-12-30,19:00,Saturday,December,UKPN South East,14,43,low,0.0,0.0,63.1,7.5,0.0,0,3.0,0.0,26.4
716,2023-12-30,19:00,Saturday,December,England,15,43,low,2.4,0.0,20.8,8.7,15.6,0,1.7,0.1,50.7
717,2023-12-30,19:00,Saturday,December,Scotland,16,5,very low,0.2,0.0,0.0,1.1,11.4,0,10.0,0.0,77.3
718,2023-12-30,19:00,Saturday,December,Wales,17,40,low,0.1,0.0,2.9,9.4,4.7,0,20.8,0.3,61.8
719,2023-12-30,19:00,Saturday,December,GB,18,38,very low,2.0,0.0,16.8,7.7,14.2,0,4.2,0.1,55.0
720,2023-12-30,19:30,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,15.8,0.0,84.2
721,2023-12-30,19:30,Saturday,December,SP Distribution,2,5,very low,0.3,0.0,0.8,1.1,15.3,0,6.9,0.0,75.6
722,2023-12-30,19:30,Saturday,December,Electricity North West,3,11,very low,0.7,0.0,7.2,2.4,36.5,0,1.8,0.0,51.4
723,2023-12-30,19:30,Saturday,December,NPG North East,4,7,very low,3.5,0.0,39.3,0.2,37.1,0,1.2,0.0,18.8
724,2023-12-30,19:30,Saturday,December,NPG Yorkshire,5,51,low,12.9,0.0,8.2,8.9,8.2,0,0.3,0.0,61.5
725,2023-12-30,19:30,Saturday,December,SP Manweb,6,17,very low,0.3,0.0,4.6,3.8,16.2,0,11.2,0.0,63.9
726,2023-12-30,19:30,Saturday,December,WPD South Wales,7,65,low,1.0,0.0,4.9,15.9,14.2,0,2.8,0.0,61.0
727,2023-12-30,19:30,Saturday,December,WPD West Midlands,8,31,very low,1.5,0.0,7.2,6.8,22.2,0,4.3,0.0,58.0
728,2023-12-30,19:30,Saturday,December,WPD East Midlands,9,73,low,4.3,0.0,7.5,16.4,6.7,0,0.1,0.0,65.0
729,2023-12-30,19:30,Saturday,December,UKPN East,10,21,very low,0.0,0.0,19.2,1.8,17.4,0,0.1,0.0,61.6
730,2023-12-30,19:30,Saturday,December,WPD South West,11,85,low,0.9,0.0,32.9,19.2,3.0,0,1.2,0.0,42.8
731,2023-12-30,19:30,Saturday,December,SSE South,12,86,low,1.0,0.0,39.5,19.0,3.7,0,1.4,0.0,35.3
732,2023-12-30,19:30,Saturday,December,UKPN London,13,32,very low,0.0,0.0,45.5,4.7,8.6,0,1.5,0.0,39.8
733,2023-12-30,19:30,Saturday,December,UKPN South East,14,40,low,0.0,0.0,64.0,6.7,0.0,0,2.5,0.0,26.8
734,2023-12-30,19:30,Saturday,December,England,15,39,very low,2.6,0.0,19.7,7.8,16.1,0,1.3,0.0,52.5
735,2023-12-30,19:30,Saturday,December,Scotland,16,6,very low,0.2,0.0,1.0,1.2,12.5,0,8.2,0.0,77.0
736,2023-12-30,19:30,Saturday,December,Wales,17,45,low,0.1,0.0,3.3,10.6,5.4,0,16.1,0.0,64.5
737,2023-12-30,19:30,Saturday,December,GB,18,35,very low,2.1,0.0,16.2,7.2,14.8,0,3.3,0.0,56.4
738,2023-12-30,20:00,Saturday,December,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,18.0,0.0,82.0
739,2023-12-30,20:00,Saturday,December,SP Distribution,2,5,very low,0.3,0.0,0.7,0.9,15.9,0,7.8,0.0,74.3
740,2023-12-30,20:00,Saturday,December,Electricity North West,3,6,very low,0.7,0.0,6.9,1.2,36.8,0,2.1,0.0,52.3
741,2023-12-30,20:00,Saturday,December,NPG North East,4,7,very low,3.4,0.0,37.2,0.2,38.7,0,1.6,0.0,18.9
742,2023-12-30,20:00,Saturday,December,NPG Yorkshire,5,44,low,12.9,0.0,8.2,7.0,8.6,0,0.4,0.0,63.0
